OtherSide,སིལ་སྙན,Buddhism,Tibetan,1,0,1,2.05,2,0,1,"April 26, 2013, 10:00:40 GMT+05:45",,"April 26, 2013, 22:42:02 GMT+05:45","April 26, 2013, 22:42:02 GMT+05:45","May 1, 2013, 22:42:02 GMT+05:45",cymbal with a small hump
OtherSide,ཕག་པ,Animals,Tibetan,1,0,1,2.05,2,0,1,"April 26, 2013, 10:00:35 GMT+05:45",,"April 26, 2013, 14:31:26 GMT+05:45","April 26, 2013, 14:31:26 GMT+05:45","May 1, 2013, 14:31:26 GMT+05:45",pig
OtherSide,ཅིག་བྱེད་ན་གེ་ཉེན་གི་དོམ་ཡང་གོགས་གི་འདུག་  ཡིན་ན་ཡང་ད་ཏ་ཡག་པོ་ཡོང་གི་རེད་ཡོང་གི་མ་རེད།,Buddhism,Tibetan,1,0,1,2.05,2,0,1,"April 26, 2013, 10:00:36 GMT+05:45",,"April 26, 2013, 22:42:31 GMT+05:45","April 26, 2013, 22:42:31 GMT+05:45","May 1, 2013, 22:42:31 GMT+05:45","Perhaps also the vow of a Genyen, but is now the right time for it?"
OtherSide,མུག,Animals,Tibetan,1,0,1,2.05,2,0,1,"April 26, 2013, 10:00:36 GMT+05:45",,"April 26, 2013, 14:31:32 GMT+05:45","April 26, 2013, 14:31:32 GMT+05:45","May 1, 2013, 14:31:32 GMT+05:45",to bark
OtherSide,ཚོར་བ,Body,Tibetan,1,0,1,2.05,2,0,1,"April 26, 2013, 10:00:35 GMT+05:45",,"April 26, 2013, 22:27:41 GMT+05:45","April 26, 2013, 22:27:41 GMT+05:45","May 1, 2013, 22:27:41 GMT+05:45","sense, as in the 6 senses"
OtherSide,སྐྲག་པ།   ཞེད་པ།,Emotions,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:34 GMT+05:45",,,,,to fear
OtherSide,འདྲེ་,Buddhism,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:38 GMT+05:45",,,,,demon
OtherSide,སྟོང་པ་ཉིད,Buddhism,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:40 GMT+05:45",,,,,emptiness
OtherSide,འཇམ་པོ་བྱས་པ་,Animals,Tibetan,1,0,1,2.05,2,0,1,"April 26, 2013, 10:00:40 GMT+05:45",,"April 26, 2013, 14:32:02 GMT+05:45","April 26, 2013, 14:32:02 GMT+05:45","May 1, 2013, 14:32:02 GMT+05:45",to pet
OtherSide,རོལ་མོ་,Buddhism,Tibetan,1,0,1,2.05,2,0,1,"April 26, 2013, 10:00:39 GMT+05:45",,"April 26, 2013, 22:42:12 GMT+05:45","April 26, 2013, 22:42:12 GMT+05:45","May 1, 2013, 22:42:12 GMT+05:45",cymbal with the big hump
OtherSide,ཁ་བཏོན་,Buddhism,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:33 GMT+05:45",,,,,daily prayer
OtherSide,འཇིགས་སྣང,Emotions,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:36 GMT+05:45",,,,,fear
OtherSide,rhinoceros,Animals,Tibetan,1,0,1,2.05,2,0,1,"April 26, 2013, 10:00:33 GMT+05:45",,"April 26, 2013, 14:32:27 GMT+05:45","April 26, 2013, 14:32:27 GMT+05:45","May 1, 2013, 14:32:27 GMT+05:45",བསེ་རུ་
OtherSide,ཤུབ་,Buddhism,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:33 GMT+05:45",,,,,cover/casing such as for a cymbal
OtherSide,རྣ་ལྕོག་,Body,Tibetan,1,0,1,2.05,2,0,1,"April 26, 2013, 10:00:35 GMT+05:45",,"April 26, 2013, 22:27:43 GMT+05:45","April 26, 2013, 22:27:43 GMT+05:45","May 1, 2013, 22:27:43 GMT+05:45",ear
OtherSide,རྨ,Body,Tibetan,1,0,1,2.05,2,0,1,"April 26, 2013, 10:00:35 GMT+05:45",,"April 26, 2013, 22:27:45 GMT+05:45","April 26, 2013, 22:27:45 GMT+05:45","May 1, 2013, 22:27:45 GMT+05:45",a wound
OtherSide,༡ བརྗོད་བྱ། ༢ དགོས་པ། ༣ ཉིང་དགོས། ༤ འབྲེལ་བ།,Buddhism,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:36 GMT+05:45",,,,,དགོས་སོགས་ཆོས་བཞི། 
OtherSide,ཀུ་ཁམས་བཟང་པོ་ཡིན་པས།,Body,Tibetan,1,0,1,2.05,2,0,1,"April 26, 2013, 10:00:37 GMT+05:45",,"April 26, 2013, 22:27:48 GMT+05:45","April 26, 2013, 22:27:48 GMT+05:45","May 1, 2013, 22:27:48 GMT+05:45",Are you well?  Are you healthy?
OtherSide,ཀླད་པ,Body,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:38 GMT+05:45",,,,,brain
OtherSide,འཁོར་ཆེན།   མ་ནི་དུང་ཕྱུར།,Buddhism,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:34 GMT+05:45",,,,,prayer wheel
OtherSide,རང་ཤི་རྒྱག་པ,Emotions,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:41 GMT+05:45",,,,,to commit suicide
OtherSide,ལག་ལེན,Buddhism,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:35 GMT+05:45",,,,,"practice, as opposed to mere theory or study"
OtherSide,གྲུབ་མཐའ,Buddhism,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:40 GMT+05:45",,,,,philosophical system
OtherSide,སྟོང་པ་,Buddhism,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:33 GMT+05:45",,,,,empty
OtherSide,སྐུམ་བྱག་,Buddhism,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:33 GMT+05:45",,,,,the typical type of prostration seen when going to puja
OtherSide,སྦྱིན་བདག,Buddhism,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:35 GMT+05:45",,,,,sponsor
OtherSide,ངོ་པོས་ཚང་མ་འགྱུར་པ་འགྲོ་གི་རེད།,Buddhism,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:33 GMT+05:45",,,,,Everything changes. 
OtherSide,ང་ལ་ཁྱེད་རང་གྱོག་པོ་གྲག་གི་རེད་བསམ་པའི་རེ་བ་ཡོད།,Body,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:39 GMT+05:45",,,,,I hope you get well soon. 
OtherSide,hand held prayer wheel,Buddhism,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:39 GMT+05:45",,,,,མ་ནི་ལག་སྐོར
OtherSide,རྔ་,Buddhism,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:37 GMT+05:45",,,,,drum
OtherSide,སྐྱག་པ,Bathroom,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:37 GMT+05:45",,,,,shit
OtherSide,ཤ་བ་,Animals,Tibetan,1,0,1,2.05,2,0,1,"April 26, 2013, 10:00:34 GMT+05:45",,"April 26, 2013, 14:32:33 GMT+05:45","April 26, 2013, 14:32:33 GMT+05:45","May 1, 2013, 14:32:33 GMT+05:45",deer
OtherSide,རྒྱ་,Body,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:35 GMT+05:45",,,,,beard
OtherSide,སྐྱང་བྱག་,Buddhism,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:40 GMT+05:45",,,,,"The type of prostration where the person completely lies down on the ground, as is sometimes seen around stupas"
OtherSide,རྩེ་ལྔ་   རྩེ་དགུ་,Buddhism,Tibetan,1,0,0,2.05,1,0,0,"April 26, 2013, 10:00:38 GMT+05:45",,,,,the tops of a bell
QAMemory,"Location of Octopress HTML sheets for the header, footer, and so forth",Octopress,Web,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:14 GMT+05:45",,,,,`octopress/source/_includes/custom`,0
QAMemory,Non-modal vs. modal popovers,App Design,Cocoa,0,0,1,2.05,2,1,1,"April 23, 2013, 12:20:16 GMT+05:45","April 23, 2013, 20:34:26 GMT+05:45","April 26, 2013, 18:54:47 GMT+05:45","April 26, 2013, 18:54:47 GMT+05:45","May 1, 2013, 18:54:47 GMT+05:45",Non-modal popovers have no finish/save/cancel button.  Modal pop-overs are for more involved tasks and have Finish/Cancel buttons.,0
QAMemory,Category declaration syntax,Patterns,Cocoa,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:16 GMT+05:45",,,,,`@interface CLASS_NAME (CATEGORY_NAME) // @property and method declarations @end`,0
QAMemory,What type of app benefits from full screen,App Design,Cocoa,0,0,1,2.05,2,0,1,"April 23, 2013, 12:20:16 GMT+05:45",,"April 23, 2013, 19:51:32 GMT+05:45","April 23, 2013, 19:51:32 GMT+05:45","April 28, 2013, 19:51:32 GMT+05:45",A creation and consumption app.  A utility app probably doesn't need fullscreen.,0
QAMemory,"Core Data attribute named ""description""",Core Data,Cocoa,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:15 GMT+05:45",,,,,Don't do this because it will conflict with Cocoa's `description` method,0
QAMemory,Test for something to be equal to nil,Kiwi,Cocoa,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:14 GMT+05:45",,,,,Don't use `[variable should] beNil]`. Instead use `[variable shouldBeNil]`,0
QAMemory,Does saving a child `NSManagedObjectContext` cause a save in the parent?,Core Data,Cocoa,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:14 GMT+05:45",,,,,No.  ,0
QAMemory,to object,Debate,Tibetan,1,1,0,2.05,1,1,0,"April 23, 2013, 12:20:15 GMT+05:45","April 26, 2013, 22:44:17 GMT+05:45","April 26, 2013, 22:44:17 GMT+05:45",,"April 27, 2013, 22:44:17 GMT+05:45",དགག་པ་རྒྱག་པ,1
QAMemory,After creating the subclass of SenTestCase,OCUnit,Cocoa,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:15 GMT+05:45",,,,,Implement `setUp` to `alloc` and `init` an instance of your object.  Now simply implement methods whose name starts with `test`.  It will call the `setUp` and `tearDown` methods before each ,0
QAMemory,Execute a database fetch request,Core Data,Cocoa,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:16 GMT+05:45",,,,,`[managedObjectContext executeFetchRequest:REQUEST error:&ERROR]`,0
QAMemory,to imagine,Emotions,Tibetan,1,1,0,2.05,1,1,0,"April 23, 2013, 12:20:15 GMT+05:45","April 26, 2013, 22:54:53 GMT+05:45","April 26, 2013, 22:54:53 GMT+05:45",,"April 27, 2013, 22:54:53 GMT+05:45",ཡིད་ཡུལ་དུ་འཆར་བ,1
QAMemory,every day,Time,Tibetan,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:15 GMT+05:45",,,,,ཉི་མ་ཏག་པར་,0
QAMemory,Coordinating changes every time you access a file in the cloud,iCloud,Cocoa,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:14 GMT+05:45",,,,,Use an `NSFileCoordinator` to call `coordinateReadingItemAtURL:`.  This is done for you if you use `UIDocument`,0
QAMemory,One solution to being unable to add properties in a category . ,General,Cocoa,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:14 GMT+05:45",,,,,Simply pass around the variables that you need as method parameters.,0
QAMemory,to commit suicide,Emotions,Tibetan,1,0,1,2.05,2,0,1,"April 23, 2013, 15:42:50 GMT+05:45",,"April 23, 2013, 21:52:50 GMT+05:45","April 23, 2013, 21:52:50 GMT+05:45","April 28, 2013, 21:52:50 GMT+05:45",རང་ཤི་རྒྱག་པ,1
QAMemory,Locate iOS crash logs and stack traces on a Mac,Debugging,Cocoa,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:14 GMT+05:45",,,,,`~/Library/Logs/CrashReporter/MobileDevice/`,0
QAMemory,"2 words for ""to gain""",Other,Tibetan,1,0,0,2.05,1,0,0,"April 23, 2013, 12:20:15 GMT+05:45",,,,,ཐོབ་པ།   རྙེད་པ།,1
QAMemory,Make sure the first responder is not hidden by the keyboard when it keyboard appears,General,Cocoa,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:16 GMT+05:45",,,,,`UITableView` does this for you,0
QAMemory,Change what is shown on the return button for a `UITextField`,Views,Cocoa,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:16 GMT+05:45",,,,,`@property UIReturnKeyType returnKeyType`,0
QAMemory,Create a Core Data visual map,Core Data,Cocoa,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:16 GMT+05:45",,,,,New File -> Core Data -> Data Model,0
QAMemory,"to be annoying.  For example, please don't be annoying.",Emotions,Tibetan,1,1,0,2.05,1,1,0,"April 23, 2013, 12:20:14 GMT+05:45","April 26, 2013, 22:51:03 GMT+05:45","April 26, 2013, 22:51:03 GMT+05:45",,"April 27, 2013, 22:51:03 GMT+05:45",སུན་པོ་བཟོ་བ།   དཔེར་ན་སུན་པོ་མ་བཟོ་རོགས་གནང།,1
QAMemory,What is referential transparency?,Patterns,Programming,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:16 GMT+05:45",,,,,"A function consistently gives the same output given the same input. That is, the function does not depend on the side effects of mutable state. ",0
QAMemory,Basic idea of how VIM works,vim,Unix,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:14 GMT+05:45",,,,,vim is a modal editor.  This means that inserting text requires being in the insertion mode.  All actions must be done within a mode.,0
QAMemory,Your aim when you make an app.,App Design,Programming,0,0,1,2.05,2,0,1,"April 23, 2013, 12:20:15 GMT+05:45",,"April 26, 2013, 19:20:28 GMT+05:45","April 26, 2013, 19:20:28 GMT+05:45","May 1, 2013, 19:20:28 GMT+05:45",Try to make the best app you possibly can.  Aim extremely high.,0
QAMemory,drum,Buddhism,Tibetan,1,0,1,2.05,2,0,1,"April 23, 2013, 12:20:15 GMT+05:45",,"April 23, 2013, 21:35:20 GMT+05:45","April 23, 2013, 21:35:20 GMT+05:45","April 28, 2013, 21:35:20 GMT+05:45",རྔ་,1
QAMemory,recent,Time,Tibetan,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:14 GMT+05:45",,,,,ཉེ་ཆར,0
QAMemory,How to design rotation animations,App Design,Cocoa,0,0,1,2.05,2,1,1,"April 23, 2013, 12:20:16 GMT+05:45","April 23, 2013, 13:43:46 GMT+05:45","April 26, 2013, 18:55:00 GMT+05:45","April 26, 2013, 18:55:00 GMT+05:45","May 1, 2013, 18:55:00 GMT+05:45",Think about what would happen if it were a physical object.  What would gravity do to it if it were rotated?,0
QAMemory,Share an iCloud file between users,iCloud,Cocoa,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:14 GMT+05:45",,,,,`NSURL *urlToShare = …;  NSDate *date;  NSError *error;  NSURL *sharedURL = [[NSFileManager defaultManager]  URLForPublishingUbiquitousItemAtURL:urlToShare expirationDate:&date error:&error];`,0
QAMemory,"skin, also the skin of something other than a creature",Body,Other,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:15 GMT+05:45",,,,,པགས་པ,0
QAMemory,Stop a query monitoring for data changes,iCloud,Cocoa,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:14 GMT+05:45",,,,,`[query stopQuery]`,0
QAMemory,punctual,Time,Tibetan,0,0,0,2.05,1,0,0,"April 23, 2013, 12:20:15 GMT+05:45",,,,,དུས་ཐོག་ཏག་ཏག,0
